10020_4<>Gây Câm Lặng
10021_1<>Mũi Khoan Cho Sát Thủ
10021_2<>Cơ Bắp
10021_4<>Giận Dữ
10022_1<>Bóng Gây Choáng
10022_2<>To Khỏe
10022_4<>Cơn Giận Tốc Độ
10023_1<>Ảo Ảnh Đánh Lén
10023_3<>Xuyên Giáp
10024_1<>Phóng Lao Gây Choáng
10024_2<>Chuẩn Xác
10025_1<>Chém Vào Lưng
10026_1<>Nhảy Đánh
20001_1<>Đôi Cánh Bốc Lửa
20001_2<>Bàn Tay Bốc Lửa
20001_3<>Phượng Hoàng Lửa
20001_4<>Phục Sinh
20002_1<>Nhiệt Huyết Rực Lửa
20002_2<>Bàn Tay Phục Hồi
20002_3<>Tri Thức Rực Rỡ
20002_4<>Lá Chắn Thần Thánh
20003_1<>Húc Choáng Tiền Phương
20003_2<>Thanh Tẩy
20003_3<>Búa Thần Defender
20003_4<>Cơn Thịnh Nộ Điên Cuồng
20004_1<>Thủ Tiêu Kẻ Yếu
20004_2<>Đột Phá Chỗ Hiểm
20004_3<>Luyện Tập Không Ngừng
20004_4<>Tín Ngưỡng Sát Thủ
20005_1<>Hỏa Cước Trực Tiền
20005_2<>Hồng Hỏa Nhật Quang
20005_3<>Hỏa Lâm Thành Hạ
20005_4<>Hỏa Thượng Kiêu Du
20006_1<>Vụ Nổ Nham Thạch
20006_2<>Bắt Lửa
20006_3<>Tinh Thể Nham Thạch
20006_4<>Ngọn Lửa Vĩnh Hằng
20007_1<>Hồ Phiêu Thần Hỏa
20007_2<>Khúc Ru Lặng Lẽ
20007_3<>Cửu Vĩ Hồ Ly
20007_4<>Thần Hỏa Phục Hồi
20008_1<>Đột Kích Đâm Mù
20008_2<>Hiếu Chiến
20008_3<>Quấy Nhiễu Hậu Phương
20008_4<>Ý Chí Kiên Cường
20009_1<>Hơi Thở Rồng Lửa
20009_2<>Thân Thể Khổng Lồ
20009_3<>Cú Quật Choáng Váng
20009_4<>Cơn Thịnh Nộ Thanh Tẩy
20010_1<>Châm Độc Ngưng Trệ
20010_2<>Chân Gai Phục Hồi
20010_3<>Chân Nhện Nhọn Hoắc
20010_4<>Lớp Vỏ Tơ Nhện
20011_1<>Dẫm Đạp Tu Sĩ
20011_2<>Ngưu Nhân Săn Tu Sĩ
20011_3<>Đòn Đánh Liên Hoàn
20011_4<>Cơ Bắp Rắn Rỏi
20012_1<>Nhát Chém Thiêu Đốt
20012_2<>Giáp Lửa Bốc Cháy
20012_3<>Tộc Orc Dung Nham
20012_4<>Đao Lửa Dung Nham
20013_1<>Bất Ngờ Cho Chiến Binh
20013_2<>Khỏe Mạnh
20013_4<>Đòn Đánh Choáng Váng
20014_1<>Đập Nát Hàng Sau
20014_2<>Thể Chất Dung Nham
20014_3<>Quất Roi
20014_4<>Cơn Thịnh Nộ Năng Lượng
20015_1<>Đốt Cháy Hàng Sau
20015_2<>Hiệu Suất
20015_4<>Đòn Đánh Hồi Phục
20016_1<>Ngục Hỏa
20016_2<>Tích Tụ Nhiệt Năng
20016_3<>Ý Chí Bất Diệt
20016_4<>Giải Phóng Dung Nham
20017_1<>Đòn Đánh Kết Liễu
20018_1<>Ném Đá Lửa
20019_1<>Chém Hàng Trước
20019_3<>To Xác
20020_1<>Thổi Lửa
20020_3<>Xuyên Giáp
20020_4<>Thân Thể Bằng Lửa
20021_1<>Bắn Tên Lửa
20021_2<>Chính Xác
20022_1<>Cào Hàng Sau
20022_3<>Bàn Tay Năng Lượng
20023_1<>Nổ Tung Hàng Sau
20023_3<>Khả Năng Né Tránh
20023_4<>Cơn Thịnh Nộ Chớp Nhoáng
20024_1<>Lưỡi Hái Móc Câu
20024_3<>Ý Chí Kiên Định
20024_4<>Đòn Đánh Ăn Mòn
20025_1<>Tiêu Diệt Khổng Lồ
20025_2<>Định Vị Bằng Âm Thanh
20025_4<>Kết Án
20026_1<>Cầu Lửa Phục Hồi
20026_2<>Lá Chắn Phục Hồi
20026_3<>Đòn Đánh Phục Hồi
30001_1<>Dẫn Lối Đến Địa Ngục
30001_2<>Kẻ Tước Đoạt Sinh Mệnh
30001_3<>Linh Hồn Báo Oán
30001_4<>Cặp Sừng Ác Quỷ
30002_1<>Núi Lở Trước Mặt
30002_2<>Thân Thể Bằng Đá
30002_3<>Ngăn Chặn Sát Thương
30002_4<>Quà Từ Biệt Hồi Máu
30003_1<>Cuốn Sách Tử Thần
30003_2<>Tộc Bất Tử
30003_3<>Bàn Tay Đông Máu
30003_4<>Linh Hồn Không Yên Nghỉ
30004_1<>Hóa Đá Hàng Trước
30004_2<>Nanh Độc
30004_3<>Móng Vuốt Hóa Đá
30004_4<>Vô Tận Thôn Phệ
30005_1<>Nuốt Chửng Thế Giới
30005_2<>Quái Vật Siêu Khổng Lồ
30005_3<>Phát Cắn Độc Tố
30005_4<>Lớp Vảy Siêu Độc
30006_1<>Kết Liễu Oán Thù
30006_2<>Kẻ Cuồng Nộ
30006_3<>Hóa Vô Hình Khi Cận Tử
30006_4<>Gai Nhọn Giết Chóc
30007_1<>Hơi Thở Hóa Đá
30007_2<>Rồng Lửa Bất Tử
30007_3<>Bộ Xương Hóa Đá
30007_4<>Phục Sinh Từ Đất
30008_1<>Hóa Tinh Thể Hàng Trước
30008_2<>Cơ Thể Khổng Lồ
30008_3<>Cộng Hưởng Bóng Tối
30008_4<>Phản Đòn Tinh Hóa
30009_1<>Bắn Pháo Cầu Vồng
30009_2<>Pháo Thủ Xuất Sắc
30009_3<>Bắn Banh Xác Chúng!
30009_4<>Tinh Thông Bắn Pháo
30010_1<>Hồi Phục & Đập Nát
30010_2<>Ma Pháp Hồi Năng Lượng
30010_3<>Ánh Sáng Hồi Phục
30010_4<>Bàn Tay Đỡ Đòn
30011_1<>Lan Truyền Ôn Dịch
30011_2<>Tồn Tại Nhờ Lây Lan
30011_3<>Truyền Nhiễm
30011_4<>Bệnh Dịch Chết Chóc
30012_1<>Độ Không Tuyệt Đối
30012_2<>Dễ Dàng Thích Nghi
30012_3<>Đập Nát Đá Tảng
30012_4<>Đòn Đánh Chảy Máu
30013_1<>Tia Sáng Hồi Phục
30013_2<>Lưỡi Hái Hồi Phục
30013_3<>Tồn Tại Lâu Đời
30013_4<>Cơn Thịnh Nộ Dữ Dội
30014_1<>Cú Quật Huyết Nộ
30014_2<>Lấy Máu Đổi Máu
30014_3<>Tinh Thông Đỡ Đòn
30014_4<>Phản Đòn Khát Máu
30015_1<>Nhát Chém Chảy Máu
30015_4<>Đòn Đánh Chảy Máu
30016_1<>Bắn Vào Hàng Sau
30017_1<>Cào Vào Hàng Sau
30018_1<>Cắt Giáp
30018_2<>Tận Cùng Lưỡi Hái
30018_3<>Lưỡi Hái Chảy Máu
30019_1<>Bắn Lông Tẩm Độc
30019_2<>Kết Liễu Kẻ Tàn
30019_4<>Cơn Thịnh Nộ Độc Tố
30020_1<>Lưỡi Hái Chém Lưng
30020_3<>Cơ Thể Ăn Mòn
30020_4<>Đọa Đày
30021_1<>Linh Hồn Đại Địa
30021_2<>Khiên Đá
30021_4<>Giảm Tốc
30022_1<>Mũi Tên Gây Chảy Máu
30022_3<>Thợ Săn Lâu Năm
30022_4<>Xạ Thủ Hàng Sau
30023_1<>Lồng Đèn Ăn Mòn
30023_2<>Trừ Khuẩn
30023_4<>Sức Mạnh Thảo Dược
30024_1<>Nhát Chém Hàng Trước
30024_3<>Cơn Giận Ăn Mòn
30024_4<>Dễ Dàng Thích Nghi
30025_1<>Quả Cầu Tinh Thần
30025_3<>Phép Thuật Cường Hóa
30026_1<>Khát Máu
30026_3<>Huyết Thệ
40001_1<>Quả Cầu Chữa Trị
40001_2<>Bàn Tay Phục Hồi
40001_3<>Quyền Trượng Nguyệt Thần
40001_4<>Cơn Thịnh Nộ Ru Ngủ
40002_1<>Gai Nhọn Suy Yếu
40002_2<>Xói Mòn
40002_3<>Đâm Chồi
40002_4<>Lá Chắn Tự Nhiên
40003_1<>Độc Tố Tự Nhiên
40003_2<>Dấu Ấn Thần Rừng
40003_3<>Phòng Hộ Thiên Nhiên
40003_4<>Trả Oán
40004_1<>Tiền Tuyến Trầm Lặng
40004_2<>Bàn Tay Dẫn Dắt
40004_3<>Lưỡi Đao Chặt Ngang
40004_4<>Tinh Nguyên Thiên Nhiên
40005_1<>Ông Trúc Hồi Phục
40005_2<>Tinh Thể Thiên Nhiên
40005_3<>Cộng Hưởng Kỹ Năng
40005_4<>Ngăn Cản Tổn Thương
40006_1<>Lá Chắn Chữa Trị
40006_2<>Đòn Đánh Phục Hồi
40006_3<>Chúc Phúc Liên Hoàn
40006_4<>Cơn Thịnh Nộ Của Tự Nhiên
40007_1<>Chiến Tranh Chớp Nhoáng
40007_2<>Vừa Đánh Vừa Né
40007_3<>Điềm Tĩnh
40007_4<>Cơn Thịnh Nộ Chúc Phúc
40008_1<>Mũi Tên Tẩm Độc
40008_2<>Tử Địch
40008_3<>Hào Quang Phục Hận
40008_4<>Kiên Cường Độc Tố
40009_1<>Nhát Chém Lẩn Trốn
40009_2<>Trường Kiếm Đại Địa
40009_3<>Múa Kiếm
40009_4<>Kiếm Thuật Hoàn Hảo
40010_1<>Lựu Đạn Độc Tố
40010_2<>Bàn Tay Dính Độc
40010_3<>Độc Tố
40010_4<>Giải Phóng Độc Tố
40011_1<>Nắm Đấm Chiến Binh
40011_2<>Ngất Lịm
40011_3<>Khéo Léo
40011_4<>Thú Tính
40012_1<>Giai Điệu Lặng Thinh
40012_2<>Sống Động
40012_3<>Bạo Kích Câm Lặng
40012_4<>Đuổi Bắt Thầm Lặng
40013_1<>Ném Gậy
40014_1<>Đâm Dao
40015_1<>Châm Độc
40015_3<>Tăng Máu
40016_1<>Nhân Bản Độc Tố
40016_2<>Tăng Công
40017_1<>Căm Ghét Sát Thủ
40017_4<>Tăng Sát Thương Kỹ Năng
40018_1<>Nhát Chém Chuẩn Xác
40018_3<>Bản Chất Lanh Lẹ
40018_4<>Vòng Tay Ru Ngủ
40019_1<>Sát Thủ Mơ Ngủ
40019_2<>Tăng Công
40019_4<>Đặc Tính Buồn Ngủ
40020_1<>Tia Sáng Hồi Phục
40020_3<>Cú Đánh Hồi Máu
40020_4<>Can Đảm
40021_1<>Phóng Gậy Trúc
40021_2<>Cứng Cỏi
40021_4<>Cắn Trả
40022_1<>Khúc Ca Du Dương
40022_3<>Nảy Mầm
40022_4<>Ru Ngủ
40023_1<>Phát Cắn Khát Máu
40023_2<>Counter Attack
40023_3<>Man Di
40023_4<>Cơn Thịnh Nộ Hoang Dã
40024_1<>Bài Ca Độc Tố
40024_2<>Dũng Khí
40024_3<>Bàn Tay Độc Hại
40024_4<>Cơn Thịnh Nộ Giai Điệu
40025_1<>Phép Thuật Kiên Cố
40025_2<>Kháng Khống Chế
40025_4<>Hồi Máu Từ Biệt
40026_1<>Dẫm Đạp
40026_2<>Đa Đoan
40026_3<>Liên Hoàn Đập Kẹo
50001_1<>Ánh Sáng Chúc Phúc
50001_2<>Dấu Ấn Suy Yếu
50001_3<>Hồi Phục Nhờ Dấu Ấn
50001_4<>Ước Nguyện Cuối Cùng
50002_1<>Dấu Ấn Thần Thánh
50002_2<>Dấu Ấn Chuộc Tội
50002_3<>Phục Sinh Thánh Quang
50002_4<>Chúc Phúc Từ Dấu Ấn
50003_1<>Chuyển Đổi Tinh Lực
50003_2<>Thấu Triệt
50003_3<>Đánh Cắp Linh Hồn
50003_4<>Phục Sinh Thánh Quang
50004_1<>Lá Chắn Thần Thánh
50004_2<>Mũ Trụ Hoàng Gia
50004_3<>Móng Vuốt 
50004_4<>Sải Cánh Chúc Phúc
50005_1<>Thánh Kiếm Ánh Sáng
50005_2<>Lá Chắn Ánh Sáng
50005_3<>Nhát Chém Hồi Phục
50005_4<>Thệ Ước Ánh Sáng
50006_1<>Nguyệt Đao Mê Hồn
50006_2<>Đao Thuật Nảy Tưng
50006_3<>Thêm Lượt
50006_4<>Nguyệt Phạt
50007_1<>Nữ Thần Chiến Thắng
50007_2<>Đánh Cắp Tinh Thần
50007_3<>Cứu Cánh Sinh Mệnh
50007_4<>Trừng Phạt Thần Thánh
50008_1<>Sét Đánh
50008_2<>Dẫn Điện
50008_3<>Tụ Năng
50008_4<>Giải Phóng Điện Năng
50009_1<>Trục Xuất Bóng Tối
50009_2<>Ánh Sáng Xuyên Thấu
50009_3<>Cộng Hưởng Ánh Sáng
50009_4<>Thiên Thần Chúc Phúc
50010_1<>Lốc Xoáy Thần Thánh
50010_2<>Phản Đòn
50010_3<>Cơ Hội Đa Tấn Công
50010_4<>Ánh Sáng Trừng Phạt
50011_1<>Ánh Sáng Choáng Váng
50011_2<>Quyền Trượng Thiên Phạt
50011_3<>Trừng Phạt Chiến Binh
50011_4<>Thánh Hóa
50012_1<>Song Đao Phục Hồi
50012_2<>Thân Thể Bóng Tối
50012_3<>Lợi Ích Từ Bạo Kích
50012_4<>Chênh Lệch Sức Mạnh
50013_1<>Đánh Mù Hàng Sau
50013_2<>Áo Giáp Thần Thánh
50013_3<>Đập Khiên
50013_4<>Cứu Trợ Khẩn Cấp
50014_1<>Đánh Dấu Sát Thủ
50014_3<>Chuyên Chú
50014_4<>Đòn Đánh Phấn Khởi
50015_1<>Ánh Sáng Cộng Hưởng
50015_2<>Cuộn Phép Phấn Chấn
50015_4<>Cơn Thịnh Nộ Kỹ Năng
50016_1<>Phép Thuật Hồi Phục
50017_1<>Dồn Sức Đâm Mạnh
50018_1<>Dòng Chảy Ánh Sáng
50018_4<>Nhẹ Nhàng
50019_1<>Kinh Cầu Hồi Phục
50019_3<>Tăng Sát Thương Kỹ Năng
50020_1<>Xông Trận
50020_2<>Lá Chắn
50021_1<>Bắn Tên Chảy Máu
50021_4<>Mũi Tên Ánh Sáng
50022_1<>Trừng Phạt Hàng Sau
50022_2<>Sách Phép
50022_3<>Tăng Năng Lượng
50023_1<>Chém Nhanh 
50023_3<>Khả Năng Đánh Choáng
50023_4<>Phòng Ngự Hồi Máu
50024_1<>Đập Khiên
50024_3<>Vũ Trang Đầy Đủ
50024_4<>Thủ Thế Hồi Phục
50025_1<>Song Đao Choáng Váng
50025_2<>Vũ Điệu Đao Pháp
50025_3<>Đòn Đánh Bổ Sung
50026_1<>Bắn Tên Bạo Kích
50026_2<>Mũi Tên Nhọn Hoắc
50026_3<>Triệt Tiêu Bóng Tối
50026_4<>Cơn Thịnh Nộ Sát Thương Chuẩn
60001_1<>Mưa Tên Choáng Váng
60001_2<>Nhận Thức Mẫn Cảm
60001_3<>Kiên Định
60001_4<>Chuỗi Đòn Bạo Kích
60002_1<>Cướp Đoạt Linh Hồn
60002_2<>Khát Máu
60002_3<>Kẻ Cướp Sinh Mệnh
60002_4<>Kẻ Báo Thù Đẫm Máu
60003_1<>Nhát Chém Tốc Biến
60003_2<>Trích Máu
60003_3<>Dòng Máu Cuồng Nhân
60003_4<>Cơn Thịnh Nộ Hút Máu
60004_1<>Dấu Ấn Tập Trung
60004_2<>Dấu Ấn Bóng Tối
60004_3<>Giảm Thương Từ Dấu Ấn
60004_4<>Ăn Miếng Trả Miếng
60005_1<>Dấu Ấn Tử Thần
60005_2<>Lời Nguyền Bóng Tối
60005_3<>Linh Hồn Liều Lĩnh
60005_4<>Công Kích Liên Tục
60006_1<>Bắt Sao Hái Trăng
60006_2<>Bước Chân Thần Tốc
60006_3<>Ám Kiếm Hoa Hồng
60006_4<>Cơn Thịnh Nộ Kiếm Pháp
60007_1<>Cái Nhìn Đen Tối
60007_2<>Dấu Ấn Nguyền Rủa
60007_3<>Hồi Phục Nguyền Rủa
60007_4<>Đặc Ân Nguyền Rủa
60008_1<>Ác Mộng Diệt Vong
60008_2<>Thần Thương Phá Phép
60008_3<>Ác Quỷ Hàn Băng
60008_4<>Biến Đổi Cuối Cùng
60009_1<>Quả Cầu Bóng Tối
60009_2<>Chúa Tể Bóng Tối
60009_3<>Dấu Ấn Bệnh Tật
60009_4<>Giải Phóng Bóng Tối
60010_1<>Nguyền Rủa Linh Hồn
60010_2<>Tồn Tại Bị Nguyền Rủa
60010_3<>Độc Tố Nguyền Rủa
60010_4<>Sự Tĩnh Lặng Cuối Cùng
60011_1<>Tia Sáng Ăn Mòn
60011_2<>Bốn Tay Hai Kiếm
60011_3<>Phá Hoại
60011_4<>Cào Nát Phòng Thủ
60012_1<>Tiêu Diệt Pháp Sư
60012_2<>Móng Vuốt Đẫm Máu
60012_3<>Bạo Kích Chảy Máu
60012_4<>Thợ Săn Đẫm Máu
60013_1<>Cú Bổ Hút Hồn
60013_2<>Áo Giáp Bóng Tối
60013_3<>Xoay Rìu Phản Đòn
60013_4<>Kẻ Báo Thù
60014_1<>Kết Nối Tử Vong
60014_2<>Mỹ Nhân Bọ Cạp
60014_4<>Khả Năng Đánh Choáng
60015_1<>Quạ Đen Cào Cấu
60015_3<>Rút Máu Kẻ Tàn
60015_4<>Hoang Dã
60016_1<>Giật Sét
60017_1<>Trừng Mắt
60018_1<>Quả Cầu Hồi Phục
60018_4<>Phẫn Nộ
60019_1<>Sát Ý
60019_3<>Tăng Bạo Kích
60020_1<>Ném Rìu
60020_4<>Khỏe Khoắn
60021_1<>Mũi Tên Câm Lặng
60021_2<>Liên Chiêu Bạo Kích
60021_3<>Sắc Đẹp Chết Chóc
60022_1<>Lưỡi Dao Giấu Kín
60022_3<>Chuẩn Xác
60022_4<>Cơ Hội Nhiễm Độc
60023_1<>Ném Búa
60023_2<>Tăng Máu
60023_4<>Khả Năng Đập Choáng
60024_1<>Bóng Tối Hồi Phục
60024_2<>Gậy Phép Hồi Phục
60024_3<>Quyền Trượng Phán Xét
60025_1<>Sấm Sét Hồi Phục
60025_2<>Sức Sống Mãnh Liệt
60025_4<>Lá Chắn Sấm Sét
60026_1<>Ngọn Đèn Suy Tàn
60026_2<>Bậc Thầy Dùng Độc
60026_3<>Đèn Thần Kì Diệu
60026_4<>Kháng Độc Tố
