id_team_level,summoner_level,hero_slot_1,hero_slot_2,hero_slot_3,hero_slot_4,hero_slot_5
203,3,2,2,2,2,2
204,4,2,2,2,2,2
205,5,2,2,2,2,2
206,6,2,2,2,2,2
207,7,2,2,2,2,2
208,8,2,2,2,2,2
209,9,2,2,2,2,2
210,10,2,2,2,2,2
211,11,2,2,2,2,2
212,12,2,2,2,2,2
213,13,2,2,2,2,2
214,14,2,2,2,2,2
215,15,2,2,2,2,2
216,16,2,2,2,2,2
217,17,2,2,2,2,2
218,18,2,2,2,2,2
219,19,2,2,2,2,2
220,20,2,2,2,2,2
221,21,2,2,2,2,2
222,22,2,2,2,2,2
223,23,2,2,2,2,2
224,24,2,2,2,2,2
225,25,2,2,2,2,2
226,26,2,2,2,2,2
227,27,2,2,2,2,2
228,28,2,2,2,2,2
229,29,2,2,2,2,2
230,30,2,2,2,2,2
231,31,2,2,2,2,2
232,32,2,2,2,2,2
233,33,2,2,2,2,2
234,34,2,2,2,2,2
235,35,2,2,2,2,2
236,36,2,2,2,2,2
237,37,2,2,2,2,2
238,38,2,2,2,2,2
239,39,2,2,2,2,2
240,40,2,2,2,2,2
241,41,2,2,2,2,2
242,42,2,2,2,2,2
243,43,2,2,2,2,2
244,44,2,2,2,2,2
245,45,2,2,2,2,2
246,46,2,2,2,2,2
247,47,2,2,2,2,2
248,48,2,2,2,2,2
249,49,2,2,2,2,2
250,50,2,2,2,2,2
251,51,2,2,2,2,2
252,52,2,2,2,2,2
253,53,2,2,2,2,2
254,54,2,2,2,2,2
255,55,2,2,2,2,2
256,56,2,2,2,2,2
257,57,2,2,2,2,2
258,58,2,2,2,2,2
259,59,2,2,2,2,2
260,60,2,2,2,2,2
261,61,2,2,2,2,2
262,62,2,2,2,2,2
263,63,2,2,2,2,2
264,64,2,2,2,2,2
265,65,2,2,2,2,2
266,66,2,2,2,2,2
267,67,2,2,2,2,2
268,68,2,2,2,2,2
269,69,2,2,2,2,2
270,70,2,2,2,2,2
271,71,2,2,2,2,2
272,72,2,2,2,2,2
273,73,2,2,2,2,2
274,74,2,2,2,2,2
275,75,2,2,2,2,2
276,76,2,2,2,2,2
277,77,2,2,2,2,2
278,78,2,2,2,2,2
279,79,2,2,2,2,2
280,80,2,2,2,2,2
281,81,2,2,2,2,2
282,82,2,2,2,2,2
283,83,2,2,2,2,2
284,84,2,2,2,2,2
285,85,2,2,2,2,2
286,86,2,2,2,2,2
287,87,2,2,2,2,2
288,88,2,2,2,2,2
289,89,2,2,2,2,2
290,90,2,2,2,2,2
291,91,2,2,2,2,2
292,92,2,2,2,2,2
293,93,2,2,2,2,2
294,94,2,2,2,2,2
295,95,2,2,2,2,2
296,96,2,2,2,2,2
297,97,2,2,2,2,2
298,98,2,2,2,2,2
299,99,2,2,2,2,2
300,0,3,3,3,3,3
301,1,3,3,3,3,3
302,2,3,3,3,3,3
303,3,3,3,3,3,3
304,4,3,3,3,3,3
305,5,3,3,3,3,3
306,6,3,3,3,3,3
307,7,3,3,3,3,3
308,8,3,3,3,3,3
309,9,3,3,3,3,3
310,10,3,3,3,3,3
311,11,3,3,3,3,3
312,12,3,3,3,3,3
313,13,3,3,3,3,3
314,14,3,3,3,3,3
315,15,3,3,3,3,3
316,16,3,3,3,3,3
317,17,3,3,3,3,3
318,18,3,3,3,3,3
319,19,3,3,3,3,3
320,20,3,3,3,3,3
321,21,3,3,3,3,3
322,22,3,3,3,3,3
323,23,3,3,3,3,3
324,24,3,3,3,3,3
325,25,3,3,3,3,3
326,26,3,3,3,3,3
327,27,3,3,3,3,3
328,28,3,3,3,3,3
329,29,3,3,3,3,3
330,30,3,3,3,3,3
331,31,3,3,3,3,3
332,32,3,3,3,3,3
333,33,3,3,3,3,3
334,34,3,3,3,3,3
335,35,3,3,3,3,3
336,36,3,3,3,3,3
337,37,3,3,3,3,3
338,38,3,3,3,3,3
339,39,3,3,3,3,3
340,40,3,3,3,3,3
341,41,3,3,3,3,3
342,42,3,3,3,3,3
343,43,3,3,3,3,3
344,44,3,3,3,3,3
345,45,3,3,3,3,3
346,46,3,3,3,3,3
347,47,3,3,3,3,3
348,48,3,3,3,3,3
349,49,3,3,3,3,3
350,50,3,3,3,3,3
351,51,3,3,3,3,3
352,52,3,3,3,3,3
353,53,3,3,3,3,3
354,54,3,3,3,3,3
355,55,3,3,3,3,3
356,56,3,3,3,3,3
357,57,3,3,3,3,3
358,58,3,3,3,3,3
359,59,3,3,3,3,3
360,60,3,3,3,3,3
361,61,3,3,3,3,3
362,62,3,3,3,3,3
363,63,3,3,3,3,3
364,64,3,3,3,3,3
365,65,3,3,3,3,3
366,66,3,3,3,3,3
367,67,3,3,3,3,3
368,68,3,3,3,3,3
369,69,3,3,3,3,3
370,70,3,3,3,3,3
371,71,3,3,3,3,3
372,72,3,3,3,3,3
373,73,3,3,3,3,3
374,74,3,3,3,3,3
375,75,3,3,3,3,3
376,76,3,3,3,3,3
377,77,3,3,3,3,3
378,78,3,3,3,3,3
379,79,3,3,3,3,3
380,80,3,3,3,3,3
381,81,3,3,3,3,3
382,82,3,3,3,3,3
383,83,3,3,3,3,3
384,84,3,3,3,3,3
385,85,3,3,3,3,3
386,86,3,3,3,3,3
387,87,3,3,3,3,3
388,88,3,3,3,3,3
389,89,3,3,3,3,3
390,90,3,3,3,3,3
391,91,3,3,3,3,3
392,92,3,3,3,3,3
393,93,3,3,3,3,3
394,94,3,3,3,3,3
395,95,3,3,3,3,3
396,96,3,3,3,3,3
397,97,3,3,3,3,3
398,98,3,3,3,3,3
399,99,3,3,3,3,3
400,0,4,4,4,4,4
401,1,4,4,4,4,4
402,2,4,4,4,4,4
403,3,4,4,4,4,4
404,4,4,4,4,4,4
405,5,4,4,4,4,4
406,6,4,4,4,4,4
407,7,4,4,4,4,4
408,8,4,4,4,4,4
409,9,4,4,4,4,4
410,10,4,4,4,4,4
411,11,4,4,4,4,4
412,12,4,4,4,4,4
413,13,4,4,4,4,4
414,14,4,4,4,4,4
415,15,4,4,4,4,4
416,16,4,4,4,4,4
417,17,4,4,4,4,4
418,18,4,4,4,4,4
419,19,4,4,4,4,4
420,20,4,4,4,4,4
421,21,4,4,4,4,4
422,22,4,4,4,4,4
423,23,4,4,4,4,4
424,24,4,4,4,4,4
425,25,4,4,4,4,4
426,26,4,4,4,4,4
427,27,4,4,4,4,4
428,28,4,4,4,4,4
429,29,4,4,4,4,4
430,30,4,4,4,4,4
431,31,4,4,4,4,4
432,32,4,4,4,4,4
433,33,4,4,4,4,4
434,34,4,4,4,4,4
435,35,4,4,4,4,4
436,36,4,4,4,4,4
437,37,4,4,4,4,4
438,38,4,4,4,4,4
439,39,4,4,4,4,4
440,40,4,4,4,4,4
441,41,4,4,4,4,4
442,42,4,4,4,4,4
443,43,4,4,4,4,4
444,44,4,4,4,4,4
445,45,4,4,4,4,4
446,46,4,4,4,4,4
447,47,4,4,4,4,4
448,48,4,4,4,4,4
449,49,4,4,4,4,4
450,50,4,4,4,4,4
451,51,4,4,4,4,4
452,52,4,4,4,4,4
453,53,4,4,4,4,4
454,54,4,4,4,4,4
455,55,4,4,4,4,4
456,56,4,4,4,4,4
457,57,4,4,4,4,4
458,58,4,4,4,4,4
459,59,4,4,4,4,4
460,60,4,4,4,4,4
461,61,4,4,4,4,4
462,62,4,4,4,4,4
463,63,4,4,4,4,4
464,64,4,4,4,4,4
465,65,4,4,4,4,4
466,66,4,4,4,4,4
467,67,4,4,4,4,4
468,68,4,4,4,4,4
469,69,4,4,4,4,4
470,70,4,4,4,4,4
471,71,4,4,4,4,4
472,72,4,4,4,4,4
473,73,4,4,4,4,4
474,74,4,4,4,4,4
475,75,4,4,4,4,4
476,76,4,4,4,4,4
477,77,4,4,4,4,4
478,78,4,4,4,4,4
479,79,4,4,4,4,4
480,80,4,4,4,4,4
481,81,4,4,4,4,4
482,82,4,4,4,4,4
483,83,4,4,4,4,4
484,84,4,4,4,4,4
485,85,4,4,4,4,4
486,86,4,4,4,4,4
487,87,4,4,4,4,4
488,88,4,4,4,4,4
489,89,4,4,4,4,4
490,90,4,4,4,4,4
491,91,4,4,4,4,4
492,92,4,4,4,4,4
493,93,4,4,4,4,4
494,94,4,4,4,4,4
495,95,4,4,4,4,4
496,96,4,4,4,4,4
497,97,4,4,4,4,4
498,98,4,4,4,4,4
499,99,4,4,4,4,4
500,0,5,5,5,5,5
501,1,5,5,5,5,5
502,2,5,5,5,5,5
503,3,5,5,5,5,5
504,4,5,5,5,5,5
505,5,5,5,5,5,5
506,6,5,5,5,5,5
507,7,5,5,5,5,5
508,8,5,5,5,5,5
509,9,5,5,5,5,5
510,10,5,5,5,5,5
511,11,5,5,5,5,5
512,12,5,5,5,5,5
513,13,5,5,5,5,5
514,14,5,5,5,5,5
515,15,5,5,5,5,5
516,16,5,5,5,5,5
517,17,5,5,5,5,5
518,18,5,5,5,5,5
519,19,5,5,5,5,5
520,20,5,5,5,5,5
521,21,5,5,5,5,5
522,22,5,5,5,5,5
523,23,5,5,5,5,5
524,24,5,5,5,5,5
525,25,5,5,5,5,5
526,26,5,5,5,5,5
527,27,5,5,5,5,5
528,28,5,5,5,5,5
529,29,5,5,5,5,5
530,30,5,5,5,5,5
531,31,5,5,5,5,5
532,32,5,5,5,5,5
533,33,5,5,5,5,5
534,34,5,5,5,5,5
535,35,5,5,5,5,5
536,36,5,5,5,5,5
537,37,5,5,5,5,5
538,38,5,5,5,5,5
539,39,5,5,5,5,5
540,40,5,5,5,5,5
541,41,5,5,5,5,5
542,42,5,5,5,5,5
543,43,5,5,5,5,5
544,44,5,5,5,5,5
545,45,5,5,5,5,5
546,46,5,5,5,5,5
547,47,5,5,5,5,5
548,48,5,5,5,5,5
549,49,5,5,5,5,5
550,50,5,5,5,5,5
551,51,5,5,5,5,5
552,52,5,5,5,5,5
553,53,5,5,5,5,5
554,54,5,5,5,5,5
555,55,5,5,5,5,5
556,56,5,5,5,5,5
557,57,5,5,5,5,5
558,58,5,5,5,5,5
559,59,5,5,5,5,5
560,60,5,5,5,5,5
561,61,5,5,5,5,5
562,62,5,5,5,5,5
563,63,5,5,5,5,5
564,64,5,5,5,5,5
565,65,5,5,5,5,5
566,66,5,5,5,5,5
567,67,5,5,5,5,5
568,68,5,5,5,5,5
569,69,5,5,5,5,5
570,70,5,5,5,5,5
571,71,5,5,5,5,5
572,72,5,5,5,5,5
573,73,5,5,5,5,5
574,74,5,5,5,5,5
575,75,5,5,5,5,5
576,76,5,5,5,5,5
577,77,5,5,5,5,5
578,78,5,5,5,5,5
579,79,5,5,5,5,5
580,80,5,5,5,5,5
581,81,5,5,5,5,5
582,82,5,5,5,5,5
583,83,5,5,5,5,5
584,84,5,5,5,5,5
585,85,5,5,5,5,5
586,86,5,5,5,5,5
587,87,5,5,5,5,5
588,88,5,5,5,5,5
589,89,5,5,5,5,5
590,90,5,5,5,5,5
591,91,5,5,5,5,5
592,92,5,5,5,5,5
593,93,5,5,5,5,5
594,94,5,5,5,5,5
595,95,5,5,5,5,5
596,96,5,5,5,5,5
597,97,5,5,5,5,5
598,98,5,5,5,5,5
599,99,5,5,5,5,5
600,0,6,6,6,6,6
601,1,6,6,6,6,6
602,2,6,6,6,6,6
603,3,6,6,6,6,6
604,4,6,6,6,6,6
605,5,6,6,6,6,6
606,6,6,6,6,6,6
607,7,6,6,6,6,6
608,8,6,6,6,6,6
609,9,6,6,6,6,6
610,10,6,6,6,6,6
611,11,6,6,6,6,6
612,12,6,6,6,6,6
613,13,6,6,6,6,6
614,14,6,6,6,6,6
615,15,6,6,6,6,6
616,16,6,6,6,6,6
617,17,6,6,6,6,6
618,18,6,6,6,6,6
619,19,6,6,6,6,6
620,20,6,6,6,6,6
621,21,6,6,6,6,6
622,22,6,6,6,6,6
623,23,6,6,6,6,6
624,24,6,6,6,6,6
625,25,6,6,6,6,6
626,26,6,6,6,6,6
627,27,6,6,6,6,6
628,28,6,6,6,6,6
629,29,6,6,6,6,6
630,30,6,6,6,6,6
631,31,6,6,6,6,6
632,32,6,6,6,6,6
633,33,6,6,6,6,6
634,34,6,6,6,6,6
635,35,6,6,6,6,6
636,36,6,6,6,6,6
637,37,6,6,6,6,6
638,38,6,6,6,6,6
639,39,6,6,6,6,6
640,40,6,6,6,6,6
641,41,6,6,6,6,6
642,42,6,6,6,6,6
643,43,6,6,6,6,6
644,44,6,6,6,6,6
645,45,6,6,6,6,6
646,46,6,6,6,6,6
647,47,6,6,6,6,6
648,48,6,6,6,6,6
649,49,6,6,6,6,6
650,50,6,6,6,6,6
651,51,6,6,6,6,6
652,52,6,6,6,6,6
653,53,6,6,6,6,6
654,54,6,6,6,6,6
655,55,6,6,6,6,6
656,56,6,6,6,6,6
657,57,6,6,6,6,6
658,58,6,6,6,6,6
659,59,6,6,6,6,6
660,60,6,6,6,6,6
661,61,6,6,6,6,6
662,62,6,6,6,6,6
663,63,6,6,6,6,6
664,64,6,6,6,6,6
665,65,6,6,6,6,6
666,66,6,6,6,6,6
667,67,6,6,6,6,6
668,68,6,6,6,6,6
669,69,6,6,6,6,6
670,70,6,6,6,6,6
671,71,6,6,6,6,6
672,72,6,6,6,6,6
673,73,6,6,6,6,6
674,74,6,6,6,6,6
675,75,6,6,6,6,6
676,76,6,6,6,6,6
677,77,6,6,6,6,6
678,78,6,6,6,6,6
679,79,6,6,6,6,6
680,80,6,6,6,6,6
681,81,6,6,6,6,6
682,82,6,6,6,6,6
683,83,6,6,6,6,6
684,84,6,6,6,6,6
685,85,6,6,6,6,6
686,86,6,6,6,6,6
687,87,6,6,6,6,6
688,88,6,6,6,6,6
689,89,6,6,6,6,6
690,90,6,6,6,6,6
691,91,6,6,6,6,6
692,92,6,6,6,6,6
693,93,6,6,6,6,6
694,94,6,6,6,6,6
695,95,6,6,6,6,6
696,96,6,6,6,6,6
697,97,6,6,6,6,6
698,98,6,6,6,6,6
699,99,6,6,6,6,6
700,0,7,7,7,7,7
701,1,7,7,7,7,7
702,2,7,7,7,7,7
703,3,7,7,7,7,7
704,4,7,7,7,7,7
705,5,7,7,7,7,7
706,6,7,7,7,7,7
707,7,7,7,7,7,7
708,8,7,7,7,7,7
709,9,7,7,7,7,7
710,10,7,7,7,7,7
711,11,7,7,7,7,7
712,12,7,7,7,7,7
713,13,7,7,7,7,7
714,14,7,7,7,7,7
715,15,7,7,7,7,7
716,16,7,7,7,7,7
717,17,7,7,7,7,7
718,18,7,7,7,7,7
719,19,7,7,7,7,7
720,20,7,7,7,7,7
721,21,7,7,7,7,7
722,22,7,7,7,7,7
723,23,7,7,7,7,7
724,24,7,7,7,7,7
725,25,7,7,7,7,7
726,26,7,7,7,7,7
727,27,7,7,7,7,7
728,28,7,7,7,7,7
729,29,7,7,7,7,7
730,30,7,7,7,7,7
731,31,7,7,7,7,7
732,32,7,7,7,7,7
733,33,7,7,7,7,7
734,34,7,7,7,7,7
735,35,7,7,7,7,7
736,36,7,7,7,7,7
737,37,7,7,7,7,7
738,38,7,7,7,7,7
739,39,7,7,7,7,7
740,40,7,7,7,7,7
741,41,7,7,7,7,7
742,42,7,7,7,7,7
743,43,7,7,7,7,7
744,44,7,7,7,7,7
745,45,7,7,7,7,7
746,46,7,7,7,7,7
747,47,7,7,7,7,7
748,48,7,7,7,7,7
749,49,7,7,7,7,7
750,50,7,7,7,7,7
751,51,7,7,7,7,7
752,52,7,7,7,7,7
753,53,7,7,7,7,7
754,54,7,7,7,7,7
755,55,7,7,7,7,7
756,56,7,7,7,7,7
757,57,7,7,7,7,7
758,58,7,7,7,7,7
759,59,7,7,7,7,7
760,60,7,7,7,7,7
761,61,7,7,7,7,7
762,62,7,7,7,7,7
763,63,7,7,7,7,7
764,64,7,7,7,7,7
765,65,7,7,7,7,7
766,66,7,7,7,7,7
767,67,7,7,7,7,7
768,68,7,7,7,7,7
769,69,7,7,7,7,7
770,70,7,7,7,7,7
771,71,7,7,7,7,7
772,72,7,7,7,7,7
773,73,7,7,7,7,7
774,74,7,7,7,7,7
775,75,7,7,7,7,7
776,76,7,7,7,7,7
777,77,7,7,7,7,7
778,78,7,7,7,7,7
779,79,7,7,7,7,7
780,80,7,7,7,7,7
781,81,7,7,7,7,7
782,82,7,7,7,7,7
783,83,7,7,7,7,7
784,84,7,7,7,7,7
785,85,7,7,7,7,7
786,86,7,7,7,7,7
787,87,7,7,7,7,7
788,88,7,7,7,7,7
789,89,7,7,7,7,7
790,90,7,7,7,7,7
791,91,7,7,7,7,7
792,92,7,7,7,7,7
793,93,7,7,7,7,7
794,94,7,7,7,7,7
795,95,7,7,7,7,7
796,96,7,7,7,7,7
797,97,7,7,7,7,7
798,98,7,7,7,7,7
799,99,7,7,7,7,7
800,0,8,8,8,8,8
801,1,8,8,8,8,8
802,2,8,8,8,8,8
803,3,8,8,8,8,8
804,4,8,8,8,8,8
805,5,8,8,8,8,8
806,6,8,8,8,8,8
807,7,8,8,8,8,8
808,8,8,8,8,8,8
809,9,8,8,8,8,8
810,10,8,8,8,8,8
811,11,8,8,8,8,8
812,12,8,8,8,8,8
813,13,8,8,8,8,8
814,14,8,8,8,8,8
815,15,8,8,8,8,8
816,16,8,8,8,8,8
817,17,8,8,8,8,8
818,18,8,8,8,8,8
819,19,8,8,8,8,8
820,20,8,8,8,8,8
821,21,8,8,8,8,8
822,22,8,8,8,8,8
823,23,8,8,8,8,8
824,24,8,8,8,8,8
825,25,8,8,8,8,8
826,26,8,8,8,8,8
827,27,8,8,8,8,8
828,28,8,8,8,8,8
829,29,8,8,8,8,8
830,30,8,8,8,8,8
831,31,8,8,8,8,8
832,32,8,8,8,8,8
833,33,8,8,8,8,8
834,34,8,8,8,8,8
835,35,8,8,8,8,8
836,36,8,8,8,8,8
837,37,8,8,8,8,8
838,38,8,8,8,8,8
839,39,8,8,8,8,8
840,40,8,8,8,8,8
841,41,8,8,8,8,8
842,42,8,8,8,8,8
843,43,8,8,8,8,8
844,44,8,8,8,8,8
845,45,8,8,8,8,8
846,46,8,8,8,8,8
847,47,8,8,8,8,8
848,48,8,8,8,8,8
849,49,8,8,8,8,8
850,50,8,8,8,8,8
851,51,8,8,8,8,8
852,52,8,8,8,8,8
853,53,8,8,8,8,8
854,54,8,8,8,8,8
855,55,8,8,8,8,8
856,56,8,8,8,8,8
857,57,8,8,8,8,8
858,58,8,8,8,8,8
859,59,8,8,8,8,8
860,60,8,8,8,8,8
861,61,8,8,8,8,8
862,62,8,8,8,8,8
863,63,8,8,8,8,8
864,64,8,8,8,8,8
865,65,8,8,8,8,8
866,66,8,8,8,8,8
867,67,8,8,8,8,8
868,68,8,8,8,8,8
869,69,8,8,8,8,8
870,70,8,8,8,8,8
871,71,8,8,8,8,8
872,72,8,8,8,8,8
873,73,8,8,8,8,8
874,74,8,8,8,8,8
875,75,8,8,8,8,8
876,76,8,8,8,8,8
877,77,8,8,8,8,8
878,78,8,8,8,8,8
879,79,8,8,8,8,8
880,80,8,8,8,8,8
881,81,8,8,8,8,8
882,82,8,8,8,8,8
883,83,8,8,8,8,8
884,84,8,8,8,8,8
885,85,8,8,8,8,8
886,86,8,8,8,8,8
887,87,8,8,8,8,8
888,88,8,8,8,8,8
889,89,8,8,8,8,8
890,90,8,8,8,8,8
891,91,8,8,8,8,8
892,92,8,8,8,8,8
893,93,8,8,8,8,8
894,94,8,8,8,8,8
895,95,8,8,8,8,8
896,96,8,8,8,8,8
897,97,8,8,8,8,8
898,98,8,8,8,8,8
899,99,8,8,8,8,8
900,0,9,9,9,9,9
901,1,9,9,9,9,9
902,2,9,9,9,9,9
903,3,9,9,9,9,9
904,4,9,9,9,9,9
905,5,9,9,9,9,9
906,6,9,9,9,9,9
907,7,9,9,9,9,9
908,8,9,9,9,9,9
909,9,9,9,9,9,9
910,10,9,9,9,9,9
911,11,9,9,9,9,9
912,12,9,9,9,9,9
913,13,9,9,9,9,9
914,14,9,9,9,9,9
915,15,9,9,9,9,9
916,16,9,9,9,9,9
917,17,9,9,9,9,9
918,18,9,9,9,9,9
919,19,9,9,9,9,9
920,20,9,9,9,9,9
921,21,9,9,9,9,9
922,22,9,9,9,9,9
923,23,9,9,9,9,9
924,24,9,9,9,9,9
925,25,9,9,9,9,9
926,26,9,9,9,9,9
927,27,9,9,9,9,9
928,28,9,9,9,9,9
929,29,9,9,9,9,9
930,30,9,9,9,9,9
931,31,9,9,9,9,9
932,32,9,9,9,9,9
933,33,9,9,9,9,9
934,34,9,9,9,9,9
935,35,9,9,9,9,9
936,36,9,9,9,9,9
937,37,9,9,9,9,9
938,38,9,9,9,9,9
939,39,9,9,9,9,9
940,40,9,9,9,9,9
941,41,9,9,9,9,9
942,42,9,9,9,9,9
943,43,9,9,9,9,9
944,44,9,9,9,9,9
945,45,9,9,9,9,9
946,46,9,9,9,9,9
947,47,9,9,9,9,9
948,48,9,9,9,9,9
949,49,9,9,9,9,9
950,50,9,9,9,9,9
951,51,9,9,9,9,9
952,52,9,9,9,9,9
953,53,9,9,9,9,9
954,54,9,9,9,9,9
955,55,9,9,9,9,9
956,56,9,9,9,9,9
957,57,9,9,9,9,9
958,58,9,9,9,9,9
959,59,9,9,9,9,9
960,60,9,9,9,9,9
961,61,9,9,9,9,9
962,62,9,9,9,9,9
963,63,9,9,9,9,9
964,64,9,9,9,9,9
965,65,9,9,9,9,9
966,66,9,9,9,9,9
967,67,9,9,9,9,9
968,68,9,9,9,9,9
969,69,9,9,9,9,9
970,70,9,9,9,9,9
971,71,9,9,9,9,9
972,72,9,9,9,9,9
973,73,9,9,9,9,9
974,74,9,9,9,9,9
975,75,9,9,9,9,9
976,76,9,9,9,9,9
977,77,9,9,9,9,9
978,78,9,9,9,9,9
979,79,9,9,9,9,9
980,80,9,9,9,9,9
981,81,9,9,9,9,9
982,82,9,9,9,9,9
983,83,9,9,9,9,9
984,84,9,9,9,9,9
985,85,9,9,9,9,9
986,86,9,9,9,9,9
987,87,9,9,9,9,9
988,88,9,9,9,9,9
989,89,9,9,9,9,9
990,90,9,9,9,9,9
991,91,9,9,9,9,9
992,92,9,9,9,9,9
993,93,9,9,9,9,9
994,94,9,9,9,9,9
995,95,9,9,9,9,9
996,96,9,9,9,9,9
997,97,9,9,9,9,9
998,98,9,9,9,9,9
999,99,9,9,9,9,9
1000,0,10,10,10,10,10
1001,1,10,10,10,10,10
1002,2,10,10,10,10,10
1003,3,10,10,10,10,10
1004,4,10,10,10,10,10
1005,5,10,10,10,10,10
1006,6,10,10,10,10,10
1007,7,10,10,10,10,10
1008,8,10,10,10,10,10
1009,9,10,10,10,10,10
1010,10,10,10,10,10,10
1011,11,10,10,10,10,10
1012,12,10,10,10,10,10
1013,13,10,10,10,10,10
1014,14,10,10,10,10,10
1015,15,10,10,10,10,10
1016,16,10,10,10,10,10
1017,17,10,10,10,10,10
1018,18,10,10,10,10,10
1019,19,10,10,10,10,10
1020,20,10,10,10,10,10
1021,21,10,10,10,10,10
1022,22,10,10,10,10,10
1023,23,10,10,10,10,10
1024,24,10,10,10,10,10
1025,25,10,10,10,10,10
1026,26,10,10,10,10,10
1027,27,10,10,10,10,10
1028,28,10,10,10,10,10
1029,29,10,10,10,10,10
1030,30,10,10,10,10,10
1031,31,10,10,10,10,10
1032,32,10,10,10,10,10
1033,33,10,10,10,10,10
1034,34,10,10,10,10,10
1035,35,10,10,10,10,10
1036,36,10,10,10,10,10
1037,37,10,10,10,10,10
1038,38,10,10,10,10,10
1039,39,10,10,10,10,10
1040,40,10,10,10,10,10
1041,41,10,10,10,10,10
1042,42,10,10,10,10,10
1043,43,10,10,10,10,10
1044,44,10,10,10,10,10
1045,45,10,10,10,10,10
1046,46,10,10,10,10,10
1047,47,10,10,10,10,10
1048,48,10,10,10,10,10
1049,49,10,10,10,10,10
1050,50,10,10,10,10,10
1051,51,10,10,10,10,10
1052,52,10,10,10,10,10
1053,53,10,10,10,10,10
1054,54,10,10,10,10,10
1055,55,10,10,10,10,10
1056,56,10,10,10,10,10
1057,57,10,10,10,10,10
1058,58,10,10,10,10,10
1059,59,10,10,10,10,10
1060,60,10,10,10,10,10
1061,61,10,10,10,10,10
1062,62,10,10,10,10,10
1063,63,10,10,10,10,10
1064,64,10,10,10,10,10
1065,65,10,10,10,10,10
1066,66,10,10,10,10,10
1067,67,10,10,10,10,10
1068,68,10,10,10,10,10
1069,69,10,10,10,10,10
1070,70,10,10,10,10,10
1071,71,10,10,10,10,10
1072,72,10,10,10,10,10
1073,73,10,10,10,10,10
1074,74,10,10,10,10,10
1075,75,10,10,10,10,10
1076,76,10,10,10,10,10
1077,77,10,10,10,10,10
1078,78,10,10,10,10,10
1079,79,10,10,10,10,10
1080,80,10,10,10,10,10
1081,81,10,10,10,10,10
1082,82,10,10,10,10,10
1083,83,10,10,10,10,10
1084,84,10,10,10,10,10
1085,85,10,10,10,10,10
1086,86,10,10,10,10,10
